textOriginal,processed_text,label
"Dih gedeg banget sama si rama, Al-Fatihah untuk Danang, kenapa yang greenflag kaya danang malah cepat berpulang bukan model sompral kaya rama. 
Btw nanad aq hafal banget nih sama baju yang di pakai nanad, yang sering nonton nanad pasti sering liat nanad take video pakai baju ini, nyaman banget pasti ya krn sering nanad pakai, aq type kaya nanad soalnya kalau nyaman sama sesuatu ya ga akan pernah bosen, penasaran jadinya pengen punya baju kaya nanad.",dih gedeg banget si rama alfatihah danang greenflag kaya danang cepat pulang model sompral kaya rama btw nanad aq hafal banget nih baju pakai nanad nonton nanad liat nanad take video pakai baju nyaman banget ya krn nanad pakai aq type kaya nanad nyaman ya ga bosen penasaran ken baju kaya nanad,0
Tulisan nya daki tok Kya daki badan wkwk,tulis nya daki tok kya daki badan wkwk,0
"paling gasuka sama org yg susah di atur,egois, ngeselin kaya rama contohny, respect bgt sama danang yg bener bener baik banget, peduli sama temen temennya, pdhl sebelumnya mereka kan emg ga kenal. al fatihah buat danang😕🤍",gasuka org yg susah aturegois ngeselin kaya rama contohny respect bgt danang yg bener bener banget peduli temen temennya pdhl emg ga kenal al fatihah danang,0
"ih tau dri mana bang danang meninggal, menit berapa😭",ih tau dri bang danang tinggal menit,0
​@@nandaa_imuppp lah kan ada di akhir video,nandaa imuppp video,0
​@@nandaa_imupppBudayakan Ntn sampe Akhir Ngobbbb 😮,nandaa imupppbudayakan ntn sampe ngobbbb,0
"Nah itu, kalau mau tes pertemanan diajak kegunung aja. Disitu semua akan terlihat semua sifat asli manusia",tes teman ajak gunung aja situ lihat sifat asli manusia,0
​@@elsa.c2233aku sih gausah dites... Ga akan mau diajak ke gunung. Soalnya mengi😂😂,elsac2233aku sih gausah tes ga ajak gunung mengi,0
Naudzubillah punya tmn ky si rama pas di pendakian🙏🏻,naudzubillah tmn ky si rama pas daki,0
Seketika akuenek denger nama arum yg pernah jd pelakorin hubungin aku .tapi ni beda org tapi namanya sama 😂,akuenek denger nama arum yg jd pelakorin hubungin ni beda org nama,0
Beneran Ngak Nih Cerita,beneran ngak nih cerita,0
akuu tim nyari gn mna ini lewat  komennnn,akuu tim nyari gn mna komennnn,0
Hmm sepertinya gunung rinjani deh wkwkw,hmm gunung rinjani deh wkwkw,0
"buang aja si rama rama itu, kesel dengernya",buang aja si rama rama kesel dengernya,0
Ga mau naik gunung sama rama,ga gunung rama,0
yang nonton habis sahur😁👍🏾,nonton habis sahur,0
Mudik ditemenin KHW oyy!!! ❤,mudik ditemenin khw oyy,0
"selamat sampai tujuan,bagi yg mudik ya",selamat tujuanbagi yg mudik ya,0
@ronaafdarystha3508  makasihhh waakkk❤,ronaafdarystha3508 makasihhh waakkk,0
kok aku gabisa bergabung ke member ya 😭,gabisa gabung member ya,0
"Kak bahas kisah kriminal neomugicha dong,cerita nya sangat sadis🙏🙏",kak bahas kisah kriminal neomugicha dongcerita nya sadis,0
Kaya tau nih gunung nya,kaya tau nih gunung nya,0
RAMA ANJJJJJ😭😭😭😭😭,rama anjjjjj,0
gunung andong bukan sihh,gunung andong sihh,0
gunung andong nggak sih,gunung andong nggak sih,0
"Tanpa mengurangi rasa hormat atas almarhum Danang. Please stop 🛑 normalisasi melanggar peraturan ataupun menerobos hal"" yang sudah jelas"" di larang. Mulailah mematuhi perintah ataupun peraturan yang bahkan terkadang peraturan itu terdengar aneh. Mulailah dari diri kita masing"" di lingkungan rumah,sekolah,kantor ataupun tempat umum. DNA melanggar peraturan di Indonesia sudah mendarah daging dan bahkan di anggap lumrah please jangan ya Wak yahhh...baik peraturan itu berdampak buruk atau tidak setidaknya kita patuh dulu, terlepas apa akibatnya nanti itu tidak penting.",hormat almarhum danang please stop normalisasi langgar atur terobos larang patuh perintah atur terkadang atur dengar aneh lingkung rumahsekolahkantor dna langgar atur indonesia darah daging anggap lumrah please ya wak yahhhbaik atur dampak buruk patuh lepas akibat,0
muah,muah,0
Setuju!!..,tuju,0
"Itu lah orang Indonesia gimana mau maju, setiap ada peraturan GK pernah d patuhi",orang indonesia gimana maju atur gk d patuh,0
"Punya teman kayak gini sumpah menguras energi banget
Suka nyolot ga mau kalah berdebat dan menganggap semua larangan itu hanya asumsi belakang
Padahal apa susah nya menghargain🙃",teman kayak gin sumpah uras energi banget suka nyolot ga kalah debat anggap larang asumsi susah nya menghargain,0
Emng Danang udh meninggal,emng danang udh tinggal,0
😂paling benci sama orang ngeyel kaya mereka th😅syukur lh mereka di tampakin,benci orang ngeyel kaya thsyukur lh tampakin,0
"Mending gak usah ajak Rama lagi, sompral banget tapi penakut",mending gak ajak rama sompral banget takut,0
𝐓𝐢𝐦 𝐠𝐞𝐫𝐜𝐞𝐩𝐩𝐩 𝐦𝐚𝐧𝐚𝐚 𝐧𝐢𝐡𝐡,,0
bromo kh yg di maksud tu?,bromo kh yg maksud tu,0
Sumpah Rama bkin emosi bnget.😕,sumpah rama bkin emosi bnget,0
Hadir nih dri negara iran,hadir nih dri negara iran,0
Kayak nya Gue tau nih gunung mana,kayak nya gue tau nih gunung,0
Nad kok malam Senin gk upload video?😢,nad malam senin gk upload video,0
"Menurutku disini yang salah bukan Rama aja, semuanya dari awal udah salah karna memutuskan maksain muncak padahal udh ada aturan gaboleh muncak. Mikir aja sih, muncak pas ada banyak pendaki lain aja bisa ada horor nya, apalagi muncak tp gaada pendaki lain sama sekali, cari mati itu 😭 semoga Danang tenang diterima di sisi-Nya aamiin, sedih sih pdhl dia yg paling keliatan care bgt sama temen2nya😢",salah rama aja udah salah karna putus maksain muncak udh atur gaboleh muncak mikir aja sih muncak pas daki aja horor nya muncak tp gaada daki cari mati moga danang tenang terima sisi aamiin sedih sih pdhl yg liat care bgt temen2nya,0
"Tp sbrnya aman loh klo mrka jaga ucapan, meskipun melanggar mereka jg ngerti tujuan utama manusia2 itu cuma melihat pemandangan, mungkin klo nyasar ad krna sebagai pelajaran buat ga melanggar aturan klo buat penampakan entahlah tp ga se extrim di vid,inikan krna Rama ga sopan/jaga adab jd yg lain jg kena imbas",tp sbrnya aman loh klo mrka jaga langgar jg ngerti tuju utama manusia2 lihat pandang klo nyasar ad krna ajar ga langgar atur klo tp ga extrim vidinikan krna rama ga sopanjaga adab jd yg jg kena imbas,0
Tapi kan yg ngide buat tetap muncak pke jalur lokal gegara ad temannya kan rama😂,yg ngide muncak pke jalur lokal gegara ad teman rama,0
"Bener, terlalu nekat tpi si rama yg terlampau salah bgt ngomong ga di saring asal ceplas ceplos",bener nekat tpi si rama yg lampau salah bgt ngomong ga saring ceplas ceplos,0
"Ttp ga boleh ya kak, harus ngikutin aturan karena hal kaya gini sama aja ilegal ga lewat simaksi dll, klo lo anak mapala pasti paham. So jgn benerin hal yg salah",ttp ga ya kak ngikutin atur kaya gin aja ilegal ga simaksi dll klo lo anak mapala paham so jgn benerin yg salah,0
"@@EruChan-n1cya krn mereka ‘rebel’ ttp aja salah, ada aturan buat dilanggar? salah, aturan ada krn menghindari hal buruk🙏🏿",eruchann1cya krn rebel ttp aja salah atur langgar salah atur krn hindar buruk,0
Kesal ma si rama sumpah,kesal ma si rama sumpah,0
Maaf telat nonton nya saya tu suka nonton jam kaya gini sbb seram nya dpat banget..shat slalu kak nad salam dari malaysia..maaf jarang komen tapi stay nonton kak nad❤,maaf telat nonton nya tu suka nonton jam kaya gin sbb seram nya dpat bangetshat slalu kak nad salam malaysiamaaf jarang komen stay nonton kak nad,0
Aku kesel bngtt sama Rama ni sumpahh!,kesel bngtt rama ni sumpahh,0
Rama... lu bener² yeee ngeselin bngetttt,rama lu bener yeee ngeselin bngetttt,0
serem kali wak,rem kali wak,0
Pemeliharaan ekosistem=lagi ditanem/panen😂😂😂,pelihara ekosistemlagi ditanempanen,0
tau aku nih gunung mana 😁,tau nih gunung,0
22:23 keinget sudah malam atau sudah tau😭,2223 keinget malam tau,0
Rama mulutmu ya Allah,rama mulut ya allah,0
Masih ada kah yang nonton jam segini woy😅,kah nonton jam gin woy,0
Kak nadia waktu ngirim fatihah ke alm danang badanku merinding,kak nadia ngirim fatihah alm danang badan merinding,0
"heran sama semuanya, pada egois banget. udah tau ditutup, cuaca jelek + pemeliharaan tapi masih aja kekeh mau pilih gunung A, masuk jurang rame2 dah sono lu, pada susah banget dibilangin nya. pdhl udh dihimbau, demi keselamatan diri sendiri, dasar pada egois.",heran egois banget udah tau tutup cuaca jelek pelihara aja kekeh pilih gunung a masuk jurang rame2 dah sono lu susah banget dibilangin nya pdhl udh dihimbau selamat dasar egois,0
Rama beban team. Nek aku tak pancal ng jurang 😊,rama beban team nek pancal ng jurang,0
kalo gua ikut udah di pukul itu rama,kalo gua udah rama,0
Rama ihh nyieun kesel waee ihhh,rama ihh nyieun kesel waee ihhh,0
rama ni aga anj,rama ni aga anj,0
gk sia²begadang😆,gk sia begadang,0
kyk udh pernah dengeer apa cuma mirip,kyk udh dengeer,0
rama sini gue cincang anjjjj,rama gue cincang anjjjj,0
rama apaansii bkin org ksel wae,rama apaansii bkin org ksel wae,0
"Wihhh pas ngedenger si bapaknya bilang "" kan itu saya "", beneran merinding sampe sini waa",wihhh pas ngedenger si bilang beneran merinding sampe waa,0
Samaa plisd,samaa plisd,0
Kayaknya bapak bapak itu dukun yg di cerita in bapak nya dalang,kayak dukun yg cerita in nya dalang,0
We emoji kau lucu kali,we emoji kau lucu kali,0
samaaa plss,samaaa plss,0
"Plisss samaaa kakkkk, berasa bapaknya ada di belakang.😭😭",plisss samaaa kakkkk asa,0
Lebaran jadinya kapan nih wak? Lebih milih gak mudik karena untuk mudik lumayan buat hidup di kosan 3 bulan,lebaran nih wak milih gak mudik mudik lumayan hidup kosan 3,0
Kurang klimaks kali ini kwh nya,klimaks kali kwh nya,0
saya nonton ini jam 01.27 ,nonton jam 0127,0
Smaa,smaa,0
khw gunung yang ditunggu2,khw gunung ditunggu2,0
penasaran nissa liat apa atau kenapa,penasaran nissa liat,0
kesel bgt yaallah sama rama😭🙏🏼,kesel bgt yaallah rama,0
"Aku gak bakal mau jalan bareng sama orang yang model Rama,orang yang suka takabbur,mulut sembarangan",gak jalan bareng orang model ramaorang suka takabburmulut sembarang,0
temen macam rama ni ngerepotin yaa,temen rama ni ngerepotin yaa,0
"Manusia ini memang mahkluk paling bodoh, jelas jelas ada aturan tapi tetap  dilanggar, setuju sama setan yang bilang manusia itu bodo, udhbjelas derajaynya tinggi tapi otaknya dongo ga dipake",manusia mahkluk bodoh atur langgar tuju setan bilang manusia bodo udhbjelas derajaynya otak dongo ga dipake,0
yahhh semoga tenang di sana ya danang...,yahhh moga tenang ya danang,0
"KHW terakhir ya wak, di bulan Ramadhan😊",khw ya wak ramadhan,0
Selama Ramadhan KHW tayang berapa kali sehari yaaa?,ramadhan khw tayang kali yaaa,0
Aku udh cut off sama org org yang sifatnya kek rama wkwkw banyak loh org yang ngeselin kek rama,udh cut off org org sifat kek rama wkwkw loh org ngeselin kek rama,0
Orang macem rama enaknya tinggalin cok di puncak biar kapok,orang macem rama enak tinggalin cok puncak biar kapok,0
"Palang kereta api aja masih ada yg labrak, duhh... org Indo emg terkenal kali ya sulitnya taat aturan, suka anggap remeh, petantang petenteng 🙄 padahal urusan nyawa.... 

Tipe manusia kyk Rama itu yo belagunya buat kezel, ga tau tempat dan sikon, membahayakan org lain jg... Selayaknya bertamu ke rmh org pun ttp ada etikanya, bukannya petantang petenteng kezellll 😰

Dpt teguran dr gunung, ""Aturan ya tetap aturan""",palang kereta api aja yg labrak duhh org indo emg kenal kali ya sulit taat atur suka anggap remeh tantang petenteng urus nyawa tipe manusia kyk rama yo belagunya kezel ga tau sikon bahaya org jg layak tamu rmh org ttp etika tantang petenteng kezellll dpt tegur dr gunung atur ya atur,0
Penyebab danang meninggal kenapa ka nad?,danang tinggal ka nad,0
Padahal penasaran banget sama apa yang di alami nisa,penasaran banget alami nisa,0
danang green forest,danang green forest,0
Tau lah kan itu saya😮😢,tau,0
mari kita gbukin Rama bareng2 😤 malah emosi sepanjang denger cerita gara² rama...,mari gbukin rama bareng2 emosi denger cerita gara rama,0
22:38 BUSET MERINDING,2238 buset merinding,0
kangen bgt sama khw tntng gunung❤,kangen bgt khw tntng gunung,0
rama kon*******,rama kon,0
Kak nad req dong nanti pas kisah kriminalnya berasal dari benua eropa dongg kak😅,kak nad req pas kisah kriminal benua eropa dongg kak,0
"yang jadi misteri, apa yang sebenarnya dialami sama nisa?",misteri alami nisa,0
"Kalian ada yang pernah gak si pas nonton khw , tbtb ada yang bisikin jg atau diujung mata kalian ada sosok tak kasat mata gitu 😢 (nanya srius nih)",gak si pas nonton khw tbtb bisikin jg ujung mata sosok kasat mata gitu nanya srius nih,0
"Celuparnya muncung ko rama ,tunjuk depan² ""mereka"" tu baru ada akal 😂 geram pula aku ,kan dipesan kenapa dilanggar 😢😢,al fatihah buat danang,sakit apa ?",cupar muncung ko rama tu akal geram pes langgar al fatihah danangsakit,0
gunung gede gak sih ini apa bukan?,gunung gede gak sih,0
Sekrng nonton KK Nadia seminggu sekali 😂krna lebih suka cerita MLM Jumat cerita horor😂❤,sekrng nonton kk nadia minggu krna suka cerita mlm jumat cerita horor,0
Rasa pengen dorong rama ke jurang membludak🤬,ken dorong rama jurang membludak,0
"halah.. aku liat pas ya udah mau jam 1....play baru cuplikan jadi gamang, lanjut atau besok aja 😂",halah liat pas ya udah jam 1play cuplik gamang besok aja,0
huuu,huuu,0
"shock bgt pas bagian ""taulah kan itu saya"" langsung merindingg gasuka bgt sifatnya rama bener' sompral bgt gasopan ngeselin, Innalilahi buat mas danang greenflag bgt lagi masya Allah 🥺🤍",shock bgt pas tau langsung merindingg gasuka bgt sifat rama bener sompral bgt gasopan ngeselin innalilahi mas danang greenflag bgt masya allah,0
gunung gede ini mah wkwk,gunung gede mah wkwk,0
Udah lama gak dengerin cerita pendaki 😌,udah gak dengerin cerita daki,0
"Mudik kali ini ditemani KHW ,,😊",mudik kali tani khw,0
Rama egois,rama egois,0
innalilahi.. sedih banget+shock pas denger danang nya meninggal..,innalilahi sedih bangetshock pas denger danang nya tinggal,0
"kalo mau tidur, dengerin nadia duluu sambil atur timer tidur ",kalo tidur dengerin nadia duluu atur timer tidur,0
"kalau gw jadi mereka,gk bakalan gw temenin lg si Rama. sialan bgt mulutnya",gw merekagk gw temenin lg si rama sial bgt mulut,0
rama ini in real life harus di cut off sih,rama in real life cut off sih,0
"dari awal denger ceritanya udh gedek bgt sm mereka semua, kaya udh tau gunung itu sakral dan bahaya terlepas dari hal mistisnya ya, tp tetep aja ngeyel, ampe nyusahin danang, bikin repot keluarga danang jg, bener2 egois.. nnti giliran ada apa2 bru nyesel.. aku suka naik gunung jg ya tapi gausalah maksa sebegitunya",denger cerita udh gedek bgt sm kaya udh tau gunung sakral bahaya lepas mistis ya tp tetep aja ngeyel ampe nyusahin danang bikin repot keluarga danang jg bener2 egois nnti gilir apa2 bru nyesel suka gunung jg ya gausalah maksa,0
Jam 00:37 ada lawan ngga,jam 0037 lawan ngga,0
"DANANG JADI PERTUKARAN NISA....
jadi kmungkinan Penunggu Gunung mengambil jiwa Nisa karena mungkin Nisa melakukan sebuah kesalahan atau pantangan dan sebagai gantinya Danang mengorbankan dirinya untuk kesembuhan Nisa....mkanya Nisa ga mau cerita apa yg terjadi mungkin karna trauma juga",danang tukar nisa kmungkinan tunggu gunung ambil jiwa nisa nisa laku buah salah pantang ganti danang korban sembuh nisamkanya nisa ga cerita yg karna trauma,0
Gunung Salak tu😢,gunung salak tu,0
"sering2 bikin konten khw gunung kak, kalo bisa tiap pulau gitu adaa pasti seruu bgtt dengernya walaupun sambil deg-degan 😭",sering2 bikin konten khw gunung kak kalo pulau gitu adaa seruu bgtt dengernya degdegan,0
Rama sok jago,rama sok jago,0
Nadia kapan kamu dtg di goa kristal yg di kupang plisss dtg lah aku mau nemuh kamu plisss🙏,nadia dtg goa kristal yg kupang plisss dtg nemuh plisss,0
rama lu ngeselin yaa ram hemmm,rama lu ngeselin yaa ram hemmm,0
Gua punya om yg nama rama cok 😅😊,gua om yg nama rama cok,0
rama oon,rama oon,0
Hiii takot nyaa😱😱,hiii takot nyaa,0
"Pas blang,, ITUKAN SAYAA behh merinding se badan""",pas blang sayaa behh merinding badan,0
"Sengaja nunggu tengah malam, biar vibes nya makin serem hehe",sengaja nunggu malam biar vibes nya rem hehe,0
tahun ini ga ada khw ramadan ung,ga khw ramadan ung,0
Temeninnn oyyyy,temeninnn oyyyy,0
paling seru kalo dengerin cerita orang yang mendaki naik gunung. ntah mau percaya atau gak sudah pasti digunung tempat yang angker banget untuk dikunjungi😭😭😭😭,seru kalo dengerin cerita orang daki gunung ntah percaya gak gunung angker banget kunjung,0
hadir k nad,hadir k nad,0
"rama klo jd temen gue beneran udh gue ributin ditempat asli, udh gede becandanya masih gabisa liat kondisi, sorry to say ya kesannya childish. dan daki gunung tuh sebetulnya bakal aman dan enjoy sih selama bisa ikutin aturan yang tertulis maupun engga, dan jaga sikap, so jangan kyk gini ya guys, apalgi klo kawasan gunung lg ditutup better skip, karena klo ada apa apa jg bakal agak susah minta bantuannya ke ranger maupun warga setempat",rama klo jd temen gue beneran udh gue ributin asli udh gede becandanya gabisa liat kondisi sorry to say ya kesan childish daki gunung tuh aman enjoy sih ikutin atur tulis engga jaga sikap so kyk gin ya guys apalgi klo kawasan gunung lg tutup better skip klo jg susah bantu ranger warga,0
Masih banyak Plotwis yang belum terpecah kan🥲,plotwis pecah,0
Rama kek taik bikin gondok,rama kek taik bikin gondok,0
"Jijik kali liat rama,mulut ndak bisa di jaga",jijik kali liat ramamulut ndak jaga,0
the rill rama BEBAN.,the rill rama beban,0
Pemeliharaan ekosistem VS musim panen,pelihara ekosistem vs musim panen,0
Hadirrr makan sambil nonton 😋,hadirrr makan nonton,0
"Ngomongin naik gunung, berhubung aku suka hiking aku ada bbrp pengalaman horor waktu naik gunung salah satunya gunung kelud jawa timur, aku naik waktu itu 2024 kemaren pas naik lancar sampe puncak dan ga ada kendala apapun, tp pas turun gangguannya mulai dateng pas waktu maghrib tiba krn waktu itu kita terlalu lama di puncak jd akibatnya kita turunnya terlalu malam, dari puncak sampe ke pos 4 aman, nah pas dari pos 4 menuju pos 3 banyak penampakan mulai dari ngeliat nenek nenek, trs ada perempuan pake gaun cantik, yg terakhir sblm sampe pos 1 sempet agak ekstrem gangguannya krn ni setan ngelemparin batu, disitu udh panik lah krn gapernah ngadepin setan di gunung😭pas lagi panik paniknya temen ku ngusulin buat berenti bentar dan baca doa yg keras dan bareng2 pas baca doa ayat kursi tu setan ngikutin bahkan bacaannya lbh bagus😭😭krn kita semua takut jd kita lari sekenceng kencengnya sampe pos 2 nah pas sampe pos 2 kita liat ada satu pendaki katanya mau naik, waktu itu tmn ku iseng nanya ""mau camp apa tektok kak?"" Nah si pendaki ini jawab camp, nah aku curiga krn dia gabawa peralatan sama sekali cmn bawa treking pole aja tas pun ga ada bawa dia, sampe dimana tiba tiba temen ku nyium bau kamboja nyengat pas di cari2 gataunya itu dari si pendaki itu😭😭😭nah tmn ku nih udh ngerasa janggal langsung lah dia ngajak aku sama yg lain buat langsung lanjut turun, nah si pendaki ini malah bilang ""kok buru buru banget sih"" trs tmn ku jawab ""iya ini udh malem bgt"" di sautin lagi ""ohh yaudah hati hati awas ketemu setan"" reflek lah tmn ku jawab ""mana ada setan disini"" trs jawaban si pendaki ini bnr2 bikin shock bgt ""ada, kan saya setannya""😭😭😭dr situ kita lari lagi sampe ada yg jatoh krn kepleset, lbh gongnya lagi itu setan malah ngikutin sambil nyebutin nama kita masing2😭😭kita disitu serempak nangis semua bahkan temenku yg cowok sampe nyetel murotal kenceng bgt😭😭. Alhamdulillah kita selamat sampe basecamp cmn ada aneh dikit kita sampe basecamp tuh jam 9 anjirr pdhl waktu duduk di pos 2 sama si pendaki ini tuh pas maghrib dan jarak dr pos 2 ke pos 1 jg ga terlalu jauh. Dr situ udh ga pernah lama lama di puncak kecuali camp😭😭trauma bgt di tampakin sebegitu nyata di depan mata😭


Ada lagi tuh yg epic waktu naik di gunung arjuno di jatim juga😭😭ini hampir gila sihh krn sepanjang naik turun kita semua di ganggu😭bahkan sempet nyasar di alas lali jiwo juga😖😖ini kl di ceritain keknya jd cerpen😭😭soalnya gangguannya yg di gunung ini lbh serem dr sebelumnya.

Intinya dr semua pengalaman horor alhamdulillahnya aku di beri temen yg mau nunggu aku waktu lagi cape treking dan bnr2 ngasih support biar kita semua sampe puncak dgn selamat🥰",ngomongin gunung hubung suka hiking bbrp alam horor gunung salah gunung kelud jawa timur 2024 kemaren pas lancar sampe puncak ga kendala tp pas turun ganggu dateng pas maghrib krn puncak jd akibat turun malam puncak sampe pos 4 aman pas pos 4 tuju pos 3 ngeliat nenek nenek trs perempuan pake gaun cantik yg sblm sampe pos 1 sempet ekstrem ganggu krn ni setan ngelemparin batu situ udh panik krn gapernah ngadepin setan gunungpas panik panik temen ku ngusulin renti bentar baca doa yg keras bareng2 pas baca doa ayat kursi tu setan ngikutin baca lbh baguskrn takut jd lari kenceng kenceng sampe pos 2 pas sampe pos 2 liat daki tmn ku iseng nanya camp tektok kak si daki camp curiga krn gabawa alat cmn bawa treking pole aja tas ga bawa sampe temen ku nyium bau kamboja nyengat pas cari2 gataunya si daki itunah tmn ku nih udh ngerasa janggal langsung ngajak yg langsung turun si daki bilang buru buru banget sih trs tmn ku iya udh malem bgt sautin ohh yaudah hati hati awas ketemu setan reflek tmn ku setan trs si daki bnr2 bikin shock bgt setannyadr situ lari sampe yg jatoh krn kepleset lbh gong setan ngikutin nyebutin nama masing2kita situ serempak nang temenku yg cowok sampe nyetel murotal kenceng bgt alhamdulillah selamat sampe basecamp cmn aneh dikit sampe basecamp tuh jam 9 anjirr pdhl duduk pos 2 si daki tuh pas maghrib jarak dr pos 2 pos 1 jg ga dr situ udh ga puncak kecuali camptrauma bgt tampakin nyata mata tuh yg epic gunung arjuno jatim jugaini gila sihh krn turun ganggubahkan sempet nyasar alas lali jiwo jugaini kl ceritain kek jd cerpensoalnya ganggu yg gunung lbh rem dr inti dr alam horor alhamdulillah temen yg nunggu cape treking bnr2 ngasih support biar sampe puncak dgn selamat,0
"Coba kirim email cerita ke khw kak, siapa tau dibacain kak nadia",coba kirim email cerita khw kak tau dibacain kak nadia,0
seru nih.. upp,seru nih upp,0
"serius gasiii aku sering bgt ke situ aman aman aja, baca ini jadi gbs positive thinking 😭 mana bulan depan kesana lagi 😭 takut pas disana mikir negatif malah kejadian huhu",serius gasiii bgt situ aman aman aja baca gbs positive thinking kesana takut pas mikir negatif huhu,0
Seruu ihh❤,seruu ihh,0
"serem bgt 😭
aku baru mendaki sekali di gunung ijen dan alhamdulillah aman",rem bgt daki gunung ijen alhamdulillah aman,0
Al-fatihah danang.. Husnul khotimah... Dan s Rama itu mulut mu gx bisa jaga banget ya,alfatihah danang husnul khotimah s rama mulut mu gx jaga banget ya,0
"hadeeh rama..rama.. udah lah bebal, banyak omong doang, kepala batu, sok iye, sekalinya diulti langsung kicep hadeh ngeselin bgt heran",hadeeh ramarama udah bebal omong doang kepala batu sok iye diulti langsung kicep hadeh ngeselin bgt heran,0
"Singkat, padat,kan itu saya 😊",singkat padat,0
"Sobat Wawa ada yg dari luar negri gak sih? Kalo mau jadi member ship gimana, aku udah daftar dana malah tulisannya pindahkan negara 😢",sobat wawa yg negri gak sih kalo member ship gimana udah daftar dana tulis pindah negara,0
MEMBERSHIPP NYAA MANAAAA NADD,membershipp nyaa manaaaa nadd,0
nadd membership kok belum di aplodd,nadd membership aplodd,0
dari bogor menuju lampung..jam sgini baru nyampe..lelah langsung bobo di temenin nadia omara..,bogor tuju lampungjam sgini nyampelelah langsung bobo temenin nadia omara,0
lampung mna tu bang,lampung mna tu bang,0
"Outfitnya Nadia sama di part 95 klw ga salah..tapi aku suka banget dengerin cerita"" nya ga pernah terlewatkan sukses ya ka",outfitnya nadia part 95 klw ga salahtapi suka banget dengerin cerita nya ga sukses ya ka,0
Demiapa nonton jam 12 malem😂,nonton jam 12 malem,0
Kok ada yg mau temenan sama modelan kek Rama,yg temenan model kek rama,0
kesel banget sama rama 😇,kesel banget rama,0
"Merinding bgt pass scene yang bapaknya bilang ""Ya Taulah itukan saya"" 😭😭😭😭 damn!",merinding bgt pass scene bilang ya tau damn,0
Denger kata pemeliharaan ekosistem kok jadi ingat kasusnya gunung bromo ya.. dg dalih pemeliharaan ekosistem tahunya lagi nanem titttttttttttt😂,denger pelihara ekosistem gunung bromo ya dg dalih pelihara ekosistem nanem titttttttttttt,0
kukira ngebahas masalah penanaman daun ubi,ngebahas tanam daun ubi,0
